run_id	Step	r2_score
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	52	0.9122874578842337
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	53	0.9345391909852288
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	54	0.3418565717184342
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	55	0.8300912243778343
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	56	-0.044893304415051974
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	57	0.6801330497814838
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	58	-0.858765288889472
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	59	0.057514875291465664
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	60	0.6145697080304965
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	61	-0.034991444793797524
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	62	0.9191691236511048
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	63	0.4614877193948013
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	64	0.8382254701206244
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	65	0.6610288630031645
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	66	0.9213383548934904
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	67	0.0413638213564423
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	68	0.5898333150578844
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	69	0.2519276281449525
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	70	0.1152842791596788
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	71	-0.021344604909586208
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	72	-0.35616693604949623
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	73	0.8169916457264398
